district,latitude,longitude,predicted_risk,risk_level
Pune,18.5204,73.8567,19.648235,Low
Vadodara,22.3072,73.1812,7.1259246,Low
Aurangabad,19.8762,75.3433,72.66703,High
Dharwad,15.4589,75.0078,6.1560254,Low
Coimbatore,11.0168,76.9558,5.970277,Low
Pune,18.5204,73.8567,15.971557,Low
Belagavi,15.8497,74.4977,4.0360956,Low
Varanasi,25.3176,82.9739,84.1297,Critical
Madurai,9.9252,78.1198,5.9938087,Low
Cuttack,20.4625,85.883,6.215802,Low
Khordha,20.1734,85.6745,9.287806,Low
Lucknow,26.8467,80.9462,87.61089,Critical
Belagavi,15.8497,74.4977,10.682844,Low
Thane,19.2183,72.9781,85.19545,Critical
Salem,11.6643,78.146,6.628676,Low
Rajkot,22.3039,70.8022,93.27751,Critical
Mangaluru,12.9141,74.856,4.934126,Low
Salem,11.6643,78.146,95.50504,Critical
Coimbatore,11.0168,76.9558,92.50837,Critical
Puri,19.8135,85.8312,97.6987,Critical
Tiruchirappalli,10.7905,78.7047,12.942836,Low
Sundargarh,22.1167,84.0333,94.83239,Critical
Pune,18.5204,73.8567,8.14421,Low
Agra,27.1767,78.0081,4.607974,Low
Pune,18.5204,73.8567,10.083956,Low
Cuttack,20.4625,85.883,62.592983,Medium
Aurangabad,19.8762,75.3433,95.36176,Critical
Sundargarh,22.1167,84.0333,29.414257,Low
Coimbatore,11.0168,76.9558,7.314926,Low
Dharwad,15.4589,75.0078,60.770626,Medium
Khordha,20.1734,85.6745,4.73389,Low
Cuttack,20.4625,85.883,87.63793,Critical
Tiruchirappalli,10.7905,78.7047,10.846087,Low
Kutch,23.7337,69.8597,92.24013,Critical
Cuttack,20.4625,85.883,90.96095,Critical
Thane,19.2183,72.9781,95.39951,Critical
Ganjam,19.3871,84.7919,97.29708,Critical
Belagavi,15.8497,74.4977,94.27245,Critical
Bengaluru Urban,12.9716,77.5946,87.53582,Critical
Thane,19.2183,72.9781,98.31683,Critical
Chennai,13.0827,80.2707,97.790504,Critical
Kutch,23.7337,69.8597,90.0909,Critical
Chennai,13.0827,80.2707,27.169811,Low
Nagpur,21.1458,79.0882,87.8958,Critical
Aurangabad,19.8762,75.3433,14.884842,Low
Ganjam,19.3871,84.7919,9.911057,Low
Chennai,13.0827,80.2707,13.95416,Low
Tiruchirappalli,10.7905,78.7047,96.614685,Critical
Belagavi,15.8497,74.4977,90.86088,Critical
Tiruchirappalli,10.7905,78.7047,97.420135,Critical
Madurai,9.9252,78.1198,13.725289,Low
Chennai,13.0827,80.2707,94.452934,Critical
Dharwad,15.4589,75.0078,9.593451,Low
Khordha,20.1734,85.6745,98.37752,Critical
Mangaluru,12.9141,74.856,69.69497,High
Bengaluru Urban,12.9716,77.5946,11.583293,Low
Nashik,19.9975,73.7898,96.00993,Critical
Lucknow,26.8467,80.9462,53.933907,Medium
Mysuru,12.2958,76.6394,95.96809,Critical
Mangaluru,12.9141,74.856,92.07374,Critical
Thane,19.2183,72.9781,67.62102,High
Dharwad,15.4589,75.0078,7.6601377,Low
Gautam Buddha Nagar,28.5355,77.391,11.952749,Low
Mysuru,12.2958,76.6394,93.23821,Critical
Tiruchirappalli,10.7905,78.7047,96.88157,Critical
Balasore,21.4942,86.9317,29.167244,Low
Meerut,28.9845,77.7064,16.40205,Low
Lucknow,26.8467,80.9462,95.640686,Critical
Mangaluru,12.9141,74.856,80.701706,Critical
Coimbatore,11.0168,76.9558,34.133575,Low
Chennai,13.0827,80.2707,13.641151,Low
Dharwad,15.4589,75.0078,97.20447,Critical
Pune,18.5204,73.8567,98.55716,Critical
Balasore,21.4942,86.9317,5.308123,Low
Ganjam,19.3871,84.7919,18.542583,Low
Coimbatore,11.0168,76.9558,95.686066,Critical
Rajkot,22.3039,70.8022,3.967525,Low
Nagpur,21.1458,79.0882,14.878993,Low
Sundargarh,22.1167,84.0333,96.69736,Critical
Kanpur Nagar,26.4499,80.3319,93.764046,Critical
Belagavi,15.8497,74.4977,9.653635,Low
Thane,19.2183,72.9781,93.85693,Critical
Aurangabad,19.8762,75.3433,8.556597,Low
Salem,11.6643,78.146,9.906897,Low
Vadodara,22.3072,73.1812,19.420341,Low
Gandhinagar,23.2156,72.6369,4.6242633,Low
Ganjam,19.3871,84.7919,11.185454,Low
Tiruchirappalli,10.7905,78.7047,96.1975,Critical
Dharwad,15.4589,75.0078,96.106834,Critical
Agra,27.1767,78.0081,13.227153,Low
Aurangabad,19.8762,75.3433,97.5551,Critical
Coimbatore,11.0168,76.9558,90.70853,Critical
Belagavi,15.8497,74.4977,92.44484,Critical
Madurai,9.9252,78.1198,99.04043,Critical
Nagpur,21.1458,79.0882,17.011904,Low
Gautam Buddha Nagar,28.5355,77.391,92.46922,Critical
Tumakuru,13.3409,77.101,95.32727,Critical
Chennai,13.0827,80.2707,89.66348,Critical
Puri,19.8135,85.8312,15.252354,Low
Aurangabad,19.8762,75.3433,27.081978,Low
Meerut,28.9845,77.7064,91.93716,Critical
Nagpur,21.1458,79.0882,93.51395,Critical
Nashik,19.9975,73.7898,6.1205883,Low
Puri,19.8135,85.8312,94.63518,Critical
Chennai,13.0827,80.2707,92.761314,Critical
Aurangabad,19.8762,75.3433,5.59103,Low
Cuttack,20.4625,85.883,95.3039,Critical
Mysuru,12.2958,76.6394,39.021748,Low
Salem,11.6643,78.146,37.92365,Low
Meerut,28.9845,77.7064,4.110551,Low
Lucknow,26.8467,80.9462,95.275406,Critical
Cuttack,20.4625,85.883,15.854867,Low
Nashik,19.9975,73.7898,18.409637,Low
Surat,21.1702,72.8311,93.60948,Critical
Mangaluru,12.9141,74.856,5.588437,Low
Agra,27.1767,78.0081,95.17884,Critical
Dharwad,15.4589,75.0078,90.59264,Critical
Belagavi,15.8497,74.4977,13.130313,Low
Balasore,21.4942,86.9317,94.0945,Critical
Belagavi,15.8497,74.4977,30.185324,Low
Aurangabad,19.8762,75.3433,16.181189,Low
Meerut,28.9845,77.7064,8.859314,Low
Dharwad,15.4589,75.0078,96.5331,Critical
Belagavi,15.8497,74.4977,93.915306,Critical
Mysuru,12.2958,76.6394,82.691414,Critical
Tiruchirappalli,10.7905,78.7047,13.920121,Low
Tumakuru,13.3409,77.101,37.62591,Low
Nashik,19.9975,73.7898,84.16038,Critical
Meerut,28.9845,77.7064,22.48005,Low
Dharwad,15.4589,75.0078,14.099065,Low
Khordha,20.1734,85.6745,91.19012,Critical
Tiruchirappalli,10.7905,78.7047,14.016144,Low
Mangaluru,12.9141,74.856,12.004464,Low
Tiruchirappalli,10.7905,78.7047,92.07916,Critical
Sundargarh,22.1167,84.0333,22.447285,Low
Lucknow,26.8467,80.9462,54.615776,Medium
Madurai,9.9252,78.1198,11.228236,Low
Salem,11.6643,78.146,91.309715,Critical
Varanasi,25.3176,82.9739,96.95379,Critical
Sundargarh,22.1167,84.0333,18.832762,Low
Belagavi,15.8497,74.4977,97.28143,Critical
Vadodara,22.3072,73.1812,94.67302,Critical
Nashik,19.9975,73.7898,4.580412,Low
Bengaluru Urban,12.9716,77.5946,93.689644,Critical
Tiruchirappalli,10.7905,78.7047,10.012502,Low
Belagavi,15.8497,74.4977,95.835175,Critical
Gautam Buddha Nagar,28.5355,77.391,95.54347,Critical
Tiruchirappalli,10.7905,78.7047,32.583015,Low
Varanasi,25.3176,82.9739,4.7749543,Low
Gautam Buddha Nagar,28.5355,77.391,5.224198,Low
Chennai,13.0827,80.2707,5.630506,Low
Belagavi,15.8497,74.4977,9.97292,Low
Agra,27.1767,78.0081,9.359362,Low
Madurai,9.9252,78.1198,77.75695,High
Ganjam,19.3871,84.7919,87.31925,Critical
Kutch,23.7337,69.8597,42.72399,Low
Puri,19.8135,85.8312,11.905484,Low
Mangaluru,12.9141,74.856,80.45904,Critical
Khordha,20.1734,85.6745,16.121466,Low
Dharwad,15.4589,75.0078,88.293236,Critical
Belagavi,15.8497,74.4977,88.41688,Critical
Mysuru,12.2958,76.6394,20.079372,Low
Belagavi,15.8497,74.4977,15.107925,Low
Mysuru,12.2958,76.6394,13.0742235,Low
Khordha,20.1734,85.6745,89.23218,Critical
Bengaluru Urban,12.9716,77.5946,94.76471,Critical
Aurangabad,19.8762,75.3433,50.18464,Medium
Pune,18.5204,73.8567,98.67514,Critical
Nagpur,21.1458,79.0882,96.08723,Critical
Mysuru,12.2958,76.6394,11.015543,Low
Tumakuru,13.3409,77.101,41.88898,Low
Balasore,21.4942,86.9317,18.249393,Low
Meerut,28.9845,77.7064,1.5591043,Low
Kutch,23.7337,69.8597,97.21158,Critical
Tiruchirappalli,10.7905,78.7047,9.409593,Low
Bengaluru Urban,12.9716,77.5946,81.637985,Critical
Lucknow,26.8467,80.9462,94.03489,Critical
Sundargarh,22.1167,84.0333,96.07943,Critical
Rajkot,22.3039,70.8022,95.03707,Critical
Salem,11.6643,78.146,7.3679,Low
Vadodara,22.3072,73.1812,2.8007247,Low
Rajkot,22.3039,70.8022,17.89804,Low
Meerut,28.9845,77.7064,97.09678,Critical
Chennai,13.0827,80.2707,94.93979,Critical
Tumakuru,13.3409,77.101,95.54739,Critical
Tumakuru,13.3409,77.101,6.0036426,Low
Ganjam,19.3871,84.7919,21.724663,Low
Nagpur,21.1458,79.0882,93.35145,Critical
Agra,27.1767,78.0081,96.33409,Critical
Khordha,20.1734,85.6745,8.930646,Low
Lucknow,26.8467,80.9462,62.88295,Medium
Kutch,23.7337,69.8597,94.89386,Critical
Balasore,21.4942,86.9317,98.19416,Critical
Dharwad,15.4589,75.0078,51.24856,Medium
Ganjam,19.3871,84.7919,94.51297,Critical
Mysuru,12.2958,76.6394,24.19679,Low
Ganjam,19.3871,84.7919,80.5754,Critical
Coimbatore,11.0168,76.9558,96.58347,Critical
Ahmedabad,23.0225,72.5714,7.310465,Low
Gautam Buddha Nagar,28.5355,77.391,4.295119,Low
Tumakuru,13.3409,77.101,94.76462,Critical
Aurangabad,19.8762,75.3433,35.886467,Low
Balasore,21.4942,86.9317,4.039867,Low
Thane,19.2183,72.9781,95.36124,Critical
Mysuru,12.2958,76.6394,97.51805,Critical
Meerut,28.9845,77.7064,15.688874,Low
Aurangabad,19.8762,75.3433,15.237292,Low
Cuttack,20.4625,85.883,14.210184,Low
Sundargarh,22.1167,84.0333,94.970345,Critical
Thane,19.2183,72.9781,60.81458,Medium
Nashik,19.9975,73.7898,93.50804,Critical
Sundargarh,22.1167,84.0333,95.603615,Critical
Kanpur Nagar,26.4499,80.3319,94.96645,Critical
Rajkot,22.3039,70.8022,8.810383,Low
Khordha,20.1734,85.6745,96.40745,Critical
Agra,27.1767,78.0081,10.488202,Low
Surat,21.1702,72.8311,3.6386127,Low
Mangaluru,12.9141,74.856,97.19199,Critical
Meerut,28.9845,77.7064,25.347057,Low
Surat,21.1702,72.8311,97.28273,Critical
Nashik,19.9975,73.7898,97.07071,Critical
Kutch,23.7337,69.8597,9.032924,Low
Cuttack,20.4625,85.883,96.116135,Critical
Lucknow,26.8467,80.9462,82.40952,Critical
Aurangabad,19.8762,75.3433,8.12106,Low
Surat,21.1702,72.8311,93.60347,Critical
Meerut,28.9845,77.7064,92.06373,Critical
Nagpur,21.1458,79.0882,93.08244,Critical
Tumakuru,13.3409,77.101,3.9011862,Low
Nagpur,21.1458,79.0882,96.465126,Critical
Varanasi,25.3176,82.9739,18.514172,Low
Bengaluru Urban,12.9716,77.5946,85.64128,Critical
Ganjam,19.3871,84.7919,2.1178496,Low
Lucknow,26.8467,80.9462,4.869256,Low
Kanpur Nagar,26.4499,80.3319,6.5825567,Low
Nagpur,21.1458,79.0882,8.782287,Low
Coimbatore,11.0168,76.9558,2.8906872,Low
Sundargarh,22.1167,84.0333,96.694954,Critical
Belagavi,15.8497,74.4977,95.92738,Critical
Tumakuru,13.3409,77.101,97.04065,Critical
Thane,19.2183,72.9781,18.835888,Low
Meerut,28.9845,77.7064,7.8589187,Low
Sundargarh,22.1167,84.0333,95.154495,Critical
Mysuru,12.2958,76.6394,66.13911,High
Gautam Buddha Nagar,28.5355,77.391,94.92589,Critical
Chennai,13.0827,80.2707,45.02652,Medium
Coimbatore,11.0168,76.9558,71.04987,High
Lucknow,26.8467,80.9462,4.8517394,Low
Sundargarh,22.1167,84.0333,95.5533,Critical
Thane,19.2183,72.9781,5.3035774,Low
Aurangabad,19.8762,75.3433,16.188845,Low
Puri,19.8135,85.8312,3.091139,Low
Puri,19.8135,85.8312,6.2556014,Low
Kutch,23.7337,69.8597,46.380165,Medium
Rajkot,22.3039,70.8022,7.241291,Low
Ahmedabad,23.0225,72.5714,95.49538,Critical
Pune,18.5204,73.8567,95.59003,Critical
Ahmedabad,23.0225,72.5714,97.2676,Critical
Chennai,13.0827,80.2707,6.666605,Low
Lucknow,26.8467,80.9462,83.64429,Critical
Madurai,9.9252,78.1198,5.499348,Low
Varanasi,25.3176,82.9739,96.150826,Critical
Coimbatore,11.0168,76.9558,91.4624,Critical
Ganjam,19.3871,84.7919,6.5497704,Low
Khordha,20.1734,85.6745,22.792263,Low
Aurangabad,19.8762,75.3433,91.92362,Critical
Nagpur,21.1458,79.0882,95.52304,Critical
Sundargarh,22.1167,84.0333,3.7334058,Low
Ahmedabad,23.0225,72.5714,7.756852,Low
Surat,21.1702,72.8311,98.43574,Critical
Puri,19.8135,85.8312,15.97551,Low
Salem,11.6643,78.146,90.127014,Critical
Gautam Buddha Nagar,28.5355,77.391,76.4279,High
Surat,21.1702,72.8311,94.1278,Critical
Agra,27.1767,78.0081,78.954735,High
Thane,19.2183,72.9781,89.59492,Critical
Belagavi,15.8497,74.4977,50.11871,Medium
Lucknow,26.8467,80.9462,27.205107,Low
Meerut,28.9845,77.7064,24.42641,Low
Lucknow,26.8467,80.9462,84.02502,Critical
Meerut,28.9845,77.7064,94.46156,Critical
Puri,19.8135,85.8312,95.55161,Critical
Belagavi,15.8497,74.4977,11.518096,Low
Thane,19.2183,72.9781,91.16722,Critical
Mysuru,12.2958,76.6394,96.092705,Critical
Aurangabad,19.8762,75.3433,9.436067,Low
Chennai,13.0827,80.2707,97.25052,Critical
Thane,19.2183,72.9781,7.5439734,Low
Pune,18.5204,73.8567,37.615837,Low
Khordha,20.1734,85.6745,15.859586,Low
Cuttack,20.4625,85.883,95.03687,Critical
Dharwad,15.4589,75.0078,95.75348,Critical
Nashik,19.9975,73.7898,93.13012,Critical
Puri,19.8135,85.8312,16.64495,Low
Cuttack,20.4625,85.883,67.01704,High
Rajkot,22.3039,70.8022,63.01995,Medium
Nagpur,21.1458,79.0882,97.512405,Critical
Agra,27.1767,78.0081,93.7614,Critical
Salem,11.6643,78.146,8.183918,Low
Agra,27.1767,78.0081,7.1993394,Low
Lucknow,26.8467,80.9462,96.193405,Critical
Ahmedabad,23.0225,72.5714,6.233733,Low
Mysuru,12.2958,76.6394,96.61103,Critical
Bengaluru Urban,12.9716,77.5946,6.445317,Low
Madurai,9.9252,78.1198,10.954189,Low
Rajkot,22.3039,70.8022,14.01018,Low
Agra,27.1767,78.0081,10.217696,Low
Nagpur,21.1458,79.0882,10.323138,Low
Dharwad,15.4589,75.0078,94.878845,Critical
Lucknow,26.8467,80.9462,95.67006,Critical
Nagpur,21.1458,79.0882,83.02318,Critical
Khordha,20.1734,85.6745,5.736542,Low
Bengaluru Urban,12.9716,77.5946,97.605316,Critical
Tiruchirappalli,10.7905,78.7047,29.041973,Low
Cuttack,20.4625,85.883,11.521892,Low
Gautam Buddha Nagar,28.5355,77.391,97.21604,Critical
Salem,11.6643,78.146,90.361694,Critical
Nashik,19.9975,73.7898,5.8217235,Low
Madurai,9.9252,78.1198,97.368805,Critical
Rajkot,22.3039,70.8022,88.18201,Critical
Dharwad,15.4589,75.0078,97.35309,Critical
Bengaluru Urban,12.9716,77.5946,22.827232,Low
Chennai,13.0827,80.2707,86.02243,Critical
Varanasi,25.3176,82.9739,87.392845,Critical
Tumakuru,13.3409,77.101,95.101746,Critical
Rajkot,22.3039,70.8022,94.998344,Critical
Lucknow,26.8467,80.9462,6.539322,Low
Chennai,13.0827,80.2707,11.696954,Low
Ahmedabad,23.0225,72.5714,94.29541,Critical
Gandhinagar,23.2156,72.6369,13.208069,Low
Puri,19.8135,85.8312,58.830868,Medium
Ahmedabad,23.0225,72.5714,94.80377,Critical
Bengaluru Urban,12.9716,77.5946,92.84388,Critical
Nashik,19.9975,73.7898,94.40053,Critical
Aurangabad,19.8762,75.3433,93.93917,Critical
Thane,19.2183,72.9781,9.159001,Low
Tumakuru,13.3409,77.101,82.57434,Critical
Chennai,13.0827,80.2707,94.730095,Critical
Mangaluru,12.9141,74.856,95.83037,Critical
Coimbatore,11.0168,76.9558,9.374219,Low
Nashik,19.9975,73.7898,95.09385,Critical
Cuttack,20.4625,85.883,80.281654,Critical
Belagavi,15.8497,74.4977,97.579704,Critical
Tumakuru,13.3409,77.101,55.055874,Medium
Gautam Buddha Nagar,28.5355,77.391,93.58962,Critical
Nagpur,21.1458,79.0882,18.75969,Low
Balasore,21.4942,86.9317,85.3886,Critical
Thane,19.2183,72.9781,74.88242,High
Coimbatore,11.0168,76.9558,29.04467,Low
Nagpur,21.1458,79.0882,89.124664,Critical
Nagpur,21.1458,79.0882,42.501266,Low
Chennai,13.0827,80.2707,3.1378627,Low
Puri,19.8135,85.8312,28.19146,Low
Salem,11.6643,78.146,6.3310065,Low
Belagavi,15.8497,74.4977,6.5450897,Low
Sundargarh,22.1167,84.0333,93.89805,Critical
Dharwad,15.4589,75.0078,35.194695,Low
Agra,27.1767,78.0081,91.08956,Critical
Pune,18.5204,73.8567,6.4436464,Low
Bengaluru Urban,12.9716,77.5946,94.84213,Critical
Surat,21.1702,72.8311,6.1310754,Low
Kutch,23.7337,69.8597,96.32442,Critical
Khordha,20.1734,85.6745,79.79269,High
Pune,18.5204,73.8567,33.1647,Low
Surat,21.1702,72.8311,11.793623,Low
Bengaluru Urban,12.9716,77.5946,8.491612,Low
Varanasi,25.3176,82.9739,98.245056,Critical
Ahmedabad,23.0225,72.5714,88.18979,Critical
Surat,21.1702,72.8311,11.323123,Low
Madurai,9.9252,78.1198,92.45264,Critical
Kutch,23.7337,69.8597,24.084272,Low
Pune,18.5204,73.8567,51.76129,Medium
Gautam Buddha Nagar,28.5355,77.391,80.17826,Critical
Belagavi,15.8497,74.4977,4.812502,Low
Balasore,21.4942,86.9317,97.336914,Critical
Pune,18.5204,73.8567,37.69375,Low
Ahmedabad,23.0225,72.5714,4.7827144,Low
Chennai,13.0827,80.2707,14.551304,Low
Sundargarh,22.1167,84.0333,8.793579,Low
Tiruchirappalli,10.7905,78.7047,15.562682,Low
Gandhinagar,23.2156,72.6369,6.641241,Low
Vadodara,22.3072,73.1812,97.025444,Critical
Rajkot,22.3039,70.8022,15.857908,Low
Khordha,20.1734,85.6745,81.25075,Critical
Vadodara,22.3072,73.1812,85.51551,Critical
Pune,18.5204,73.8567,12.911099,Low
Tiruchirappalli,10.7905,78.7047,97.17217,Critical
Khordha,20.1734,85.6745,10.59097,Low
Dharwad,15.4589,75.0078,14.431782,Low
Varanasi,25.3176,82.9739,75.65343,High
Kutch,23.7337,69.8597,88.098236,Critical
Belagavi,15.8497,74.4977,49.67718,Medium
Coimbatore,11.0168,76.9558,96.52396,Critical
Aurangabad,19.8762,75.3433,91.867775,Critical
Gandhinagar,23.2156,72.6369,7.9243684,Low
Belagavi,15.8497,74.4977,29.557503,Low
Tumakuru,13.3409,77.101,95.3097,Critical
Cuttack,20.4625,85.883,83.86815,Critical
Vadodara,22.3072,73.1812,6.3684254,Low
Puri,19.8135,85.8312,96.13077,Critical
Gandhinagar,23.2156,72.6369,48.744347,Medium
Bengaluru Urban,12.9716,77.5946,63.968895,Medium
Nagpur,21.1458,79.0882,94.91456,Critical
Mangaluru,12.9141,74.856,85.62639,Critical
Belagavi,15.8497,74.4977,27.68704,Low
Surat,21.1702,72.8311,2.7571683,Low
Chennai,13.0827,80.2707,36.96835,Low
Dharwad,15.4589,75.0078,6.3360186,Low
Varanasi,25.3176,82.9739,95.50599,Critical
Sundargarh,22.1167,84.0333,65.15442,High
Ganjam,19.3871,84.7919,96.84185,Critical
Pune,18.5204,73.8567,92.53592,Critical
Nashik,19.9975,73.7898,90.07104,Critical
Salem,11.6643,78.146,7.9583654,Low
Nagpur,21.1458,79.0882,96.20482,Critical
Thane,19.2183,72.9781,85.04021,Critical
Thane,19.2183,72.9781,6.9861217,Low
Lucknow,26.8467,80.9462,19.208595,Low
Belagavi,15.8497,74.4977,12.783297,Low
Aurangabad,19.8762,75.3433,93.586205,Critical
Mangaluru,12.9141,74.856,7.0699058,Low
Lucknow,26.8467,80.9462,16.979303,Low
Coimbatore,11.0168,76.9558,42.148396,Low
Bengaluru Urban,12.9716,77.5946,92.67097,Critical
Thane,19.2183,72.9781,88.22772,Critical
Ganjam,19.3871,84.7919,95.76425,Critical
Salem,11.6643,78.146,16.435678,Low
Agra,27.1767,78.0081,93.221054,Critical
Tiruchirappalli,10.7905,78.7047,17.380957,Low
Kanpur Nagar,26.4499,80.3319,89.26788,Critical
Puri,19.8135,85.8312,9.930125,Low
Khordha,20.1734,85.6745,35.89898,Low
Belagavi,15.8497,74.4977,58.97183,Medium
Salem,11.6643,78.146,8.067418,Low
Balasore,21.4942,86.9317,8.739924,Low
Nagpur,21.1458,79.0882,8.738932,Low
Madurai,9.9252,78.1198,98.08201,Critical
Sundargarh,22.1167,84.0333,72.53732,High
Rajkot,22.3039,70.8022,94.40312,Critical
Vadodara,22.3072,73.1812,33.17128,Low
Bengaluru Urban,12.9716,77.5946,29.15198,Low
Meerut,28.9845,77.7064,8.239421,Low
Belagavi,15.8497,74.4977,10.82138,Low
Chennai,13.0827,80.2707,95.92908,Critical
Balasore,21.4942,86.9317,88.91916,Critical
Chennai,13.0827,80.2707,11.757357,Low
Thane,19.2183,72.9781,8.323386,Low
Kutch,23.7337,69.8597,93.02376,Critical
Chennai,13.0827,80.2707,96.44641,Critical
Salem,11.6643,78.146,90.476906,Critical
Dharwad,15.4589,75.0078,94.09687,Critical
Khordha,20.1734,85.6745,18.272144,Low
Gautam Buddha Nagar,28.5355,77.391,92.15188,Critical
Nashik,19.9975,73.7898,94.94053,Critical
Lucknow,26.8467,80.9462,15.189213,Low
Belagavi,15.8497,74.4977,24.634686,Low
Thane,19.2183,72.9781,12.969778,Low
Varanasi,25.3176,82.9739,12.341776,Low
Chennai,13.0827,80.2707,6.539207,Low
Nashik,19.9975,73.7898,94.28365,Critical
Aurangabad,19.8762,75.3433,83.35717,Critical
Rajkot,22.3039,70.8022,97.77103,Critical
Tumakuru,13.3409,77.101,12.248343,Low
Coimbatore,11.0168,76.9558,94.23831,Critical
Tumakuru,13.3409,77.101,93.98743,Critical
Nashik,19.9975,73.7898,96.68025,Critical
Kanpur Nagar,26.4499,80.3319,94.983086,Critical
Salem,11.6643,78.146,5.610258,Low
Lucknow,26.8467,80.9462,4.0813036,Low
Aurangabad,19.8762,75.3433,93.02789,Critical
Coimbatore,11.0168,76.9558,23.265835,Low
Gandhinagar,23.2156,72.6369,5.584139,Low
Thane,19.2183,72.9781,75.95318,High
Kanpur Nagar,26.4499,80.3319,11.834795,Low
Nagpur,21.1458,79.0882,10.338579,Low
Salem,11.6643,78.146,6.4391932,Low
Ahmedabad,23.0225,72.5714,6.9825196,Low
Ahmedabad,23.0225,72.5714,12.920074,Low
Kanpur Nagar,26.4499,80.3319,92.93915,Critical
Mysuru,12.2958,76.6394,7.997701,Low
Aurangabad,19.8762,75.3433,14.303194,Low
Agra,27.1767,78.0081,25.633425,Low
Bengaluru Urban,12.9716,77.5946,73.221985,High
Salem,11.6643,78.146,9.71843,Low
Coimbatore,11.0168,76.9558,85.1509,Critical
Nashik,19.9975,73.7898,96.634155,Critical
Meerut,28.9845,77.7064,94.64803,Critical
Kutch,23.7337,69.8597,19.111137,Low
Khordha,20.1734,85.6745,93.802605,Critical
Madurai,9.9252,78.1198,95.91968,Critical
Kutch,23.7337,69.8597,94.62395,Critical
Gautam Buddha Nagar,28.5355,77.391,47.725727,Medium
Bengaluru Urban,12.9716,77.5946,13.009008,Low
Khordha,20.1734,85.6745,96.78711,Critical
Thane,19.2183,72.9781,89.51708,Critical
Cuttack,20.4625,85.883,98.054565,Critical
Salem,11.6643,78.146,97.44507,Critical
Khordha,20.1734,85.6745,19.14186,Low
Ahmedabad,23.0225,72.5714,37.367783,Low
Mysuru,12.2958,76.6394,98.84441,Critical
Cuttack,20.4625,85.883,88.13338,Critical
Tumakuru,13.3409,77.101,2.7605767,Low
Surat,21.1702,72.8311,25.718853,Low
Gautam Buddha Nagar,28.5355,77.391,94.5452,Critical
Mangaluru,12.9141,74.856,13.511795,Low
Aurangabad,19.8762,75.3433,94.84785,Critical
Chennai,13.0827,80.2707,24.899717,Low
Madurai,9.9252,78.1198,8.237117,Low
Ganjam,19.3871,84.7919,3.315249,Low
Nagpur,21.1458,79.0882,78.35245,High
Pune,18.5204,73.8567,89.51784,Critical
Lucknow,26.8467,80.9462,90.46741,Critical
Puri,19.8135,85.8312,7.8223577,Low
Dharwad,15.4589,75.0078,90.22926,Critical
Aurangabad,19.8762,75.3433,5.9528475,Low
Salem,11.6643,78.146,95.912415,Critical
Belagavi,15.8497,74.4977,83.87941,Critical
Sundargarh,22.1167,84.0333,36.261604,Low
Tiruchirappalli,10.7905,78.7047,95.78134,Critical
Nagpur,21.1458,79.0882,15.062514,Low
Belagavi,15.8497,74.4977,12.256932,Low
Tumakuru,13.3409,77.101,96.27061,Critical
Salem,11.6643,78.146,98.07117,Critical
Gandhinagar,23.2156,72.6369,71.707466,High
Kanpur Nagar,26.4499,80.3319,90.14304,Critical
Gandhinagar,23.2156,72.6369,97.2454,Critical
Vadodara,22.3072,73.1812,27.746922,Low
Mysuru,12.2958,76.6394,11.789894,Low
Chennai,13.0827,80.2707,96.16008,Critical
Lucknow,26.8467,80.9462,89.3707,Critical
Agra,27.1767,78.0081,94.6714,Critical
Madurai,9.9252,78.1198,11.209678,Low
Vadodara,22.3072,73.1812,93.76791,Critical
Salem,11.6643,78.146,7.154336,Low
Meerut,28.9845,77.7064,5.3632317,Low
Salem,11.6643,78.146,96.747795,Critical
Gandhinagar,23.2156,72.6369,84.316055,Critical
Coimbatore,11.0168,76.9558,43.976955,Low
Belagavi,15.8497,74.4977,56.180794,Medium
Chennai,13.0827,80.2707,90.27151,Critical
Varanasi,25.3176,82.9739,95.19442,Critical
Mysuru,12.2958,76.6394,98.250015,Critical
Kutch,23.7337,69.8597,5.461363,Low
Gandhinagar,23.2156,72.6369,93.80493,Critical
